nm, %R
1000.000000, 86.111243
998.000000, 86.184631
996.000000, 86.422172
994.000000, 86.562607
992.000000, 86.401823
990.000000, 85.918661
988.000000, 86.463987
986.000000, 87.026909
984.000000, 86.302160
982.000000, 86.663920
980.000000, 86.391602
978.000000, 85.970075
976.000000, 86.416703
974.000000, 86.193446
972.000000, 86.584325
970.000000, 86.411048
968.000000, 86.600431
966.000000, 86.482462
964.000000, 86.467511
962.000000, 85.694111
960.000000, 86.577060
958.000000, 86.183502
956.000000, 86.255244
954.000000, 86.878105
952.000000, 86.706591
950.000000, 86.975051
948.000000, 86.888860
946.000000, 85.931796
944.000000, 85.657974
942.000000, 86.102126
940.000000, 86.094372
938.000000, 86.812924
936.000000, 86.152885
934.000000, 86.411037
932.000000, 85.963498
930.000000, 86.439718
928.000000, 86.284183
926.000000, 86.790834
924.000000, 86.195772
922.000000, 87.075265
920.000000, 86.321531
918.000000, 86.632725
916.000000, 86.878324
914.000000, 85.962992
912.000000, 85.590091
910.000000, 86.786827
908.000000, 86.163509
906.000000, 86.930684
904.000000, 86.529356
902.000000, 85.996945
900.000000, 86.098672
898.000000, 85.731078
896.000000, 85.775878
894.000000, 86.890091
892.000000, 85.106320
890.000000, 85.617915
888.000000, 86.163766
886.000000, 86.991003
884.000000, 85.471192
882.000000, 85.307801
880.000000, 86.054076
878.000000, 84.924697
876.000000, 86.806493
874.000000, 87.063881
872.000000, 87.082332
870.000000, 85.170890
868.000000, 85.151594
866.000000, 87.090635
864.000000, 85.985374
862.000000, 88.132849
860.000000, 88.547985
858.000000, 89.072853
856.000000, 88.613862
854.000000, 87.080884
852.000000, 88.488040
850.000000, 85.886475
848.000000, 85.304763
846.000000, 82.140627
844.000000, 88.989086
842.000000, 85.897644
840.000000, 86.181993
838.000000, 85.632952
836.000000, 85.196503
834.000000, 86.416382
832.000000, 84.826790
830.000000, 86.490490
828.000000, 87.402924
826.000000, 84.899786
824.000000, 84.137029
822.000000, 85.216757
820.000000, 85.093300
818.000000, 84.399290
816.000000, 85.324857
814.000000, 85.844428
812.000000, 85.847302
810.000000, 85.255562
808.000000, 86.425685
806.000000, 86.462154
804.000000, 86.236816
802.000000, 85.924056
800.000000, 85.076271
798.000000, 84.889939
796.000000, 86.232200
794.000000, 86.208721
792.000000, 85.408764
790.000000, 85.255644
788.000000, 84.794071
786.000000, 85.056338
784.000000, 84.173815
782.000000, 85.472330
780.000000, 85.864259
778.000000, 85.742335
776.000000, 85.557936
774.000000, 85.049408
772.000000, 85.468976
770.000000, 85.904606
768.000000, 85.527802
766.000000, 85.758814
764.000000, 85.629676
762.000000, 85.236724
760.000000, 86.277229
758.000000, 86.362393
756.000000, 85.835071
754.000000, 85.677995
752.000000, 85.491290
750.000000, 85.715079
748.000000, 84.863202
746.000000, 85.073303
744.000000, 85.571147
742.000000, 85.201417
740.000000, 85.232425
738.000000, 85.361128
736.000000, 85.385742
734.000000, 85.364305
732.000000, 85.480569
730.000000, 85.106712
728.000000, 85.336490
726.000000, 85.626323
724.000000, 85.913476
722.000000, 85.669132
720.000000, 85.501800
718.000000, 85.825082
716.000000, 85.559511
714.000000, 85.482513
712.000000, 85.873538
710.000000, 85.800479
708.000000, 85.497234
706.000000, 85.632975
704.000000, 85.531984
702.000000, 86.028010
700.000000, 86.002797
698.000000, 85.886675
696.000000, 85.800659
694.000000, 86.016146
692.000000, 85.998723
690.000000, 85.662858
688.000000, 85.708213
686.000000, 85.679691
684.000000, 85.560622
682.000000, 85.375949
680.000000, 85.107254
678.000000, 85.077159
676.000000, 84.910453
674.000000, 85.192864
672.000000, 85.375621
670.000000, 85.177147
668.000000, 85.251735
666.000000, 85.370418
664.000000, 85.104306
662.000000, 85.427069
660.000000, 85.643582
658.000000, 85.335809
656.000000, 85.343195
654.000000, 85.415071
652.000000, 85.199549
650.000000, 85.592581
648.000000, 85.739859
646.000000, 85.314389
644.000000, 85.454044
642.000000, 85.554146
640.000000, 85.371114
638.000000, 85.117859
636.000000, 84.988739
634.000000, 85.170960
632.000000, 85.353227
630.000000, 85.629736
628.000000, 85.615398
626.000000, 85.227545
624.000000, 85.404082
622.000000, 85.096569
620.000000, 85.009487
618.000000, 85.393590
616.000000, 85.477865
614.000000, 85.313862
612.000000, 85.197290
610.000000, 85.515904
608.000000, 85.113394
606.000000, 85.150323
604.000000, 85.094169
602.000000, 85.056515
600.000000, 85.197930
598.000000, 85.385856
596.000000, 85.223991
594.000000, 85.471427
592.000000, 84.783633
590.000000, 84.848741
588.000000, 85.348225
586.000000, 85.135839
584.000000, 84.837738
582.000000, 84.866761
580.000000, 85.048574
578.000000, 84.944612
576.000000, 84.954518
574.000000, 84.734901
572.000000, 84.780816
570.000000, 84.723080
568.000000, 84.710317
566.000000, 84.705592
564.000000, 84.324093
562.000000, 84.171684
560.000000, 84.533157
558.000000, 84.714094
556.000000, 84.689026
554.000000, 84.296260
552.000000, 84.472927
550.000000, 84.609313
548.000000, 84.369765
546.000000, 84.439731
544.000000, 84.590549
542.000000, 84.400864
540.000000, 84.319881
538.000000, 84.219855
536.000000, 84.273295
534.000000, 84.124326
532.000000, 84.311073
530.000000, 84.129177
528.000000, 84.208592
526.000000, 83.964282
524.000000, 84.245142
522.000000, 84.117904
520.000000, 83.941893
518.000000, 84.038501
516.000000, 84.071729
514.000000, 84.022096
512.000000, 83.852294
510.000000, 83.966211
508.000000, 83.918390
506.000000, 83.795383
504.000000, 83.789857
502.000000, 83.828942
500.000000, 83.684000
498.000000, 83.460288
496.000000, 83.419791
494.000000, 83.648878
492.000000, 83.521570
490.000000, 83.003037
488.000000, 83.100102
486.000000, 83.153331
484.000000, 83.271308
482.000000, 83.095804
480.000000, 82.865219
478.000000, 82.754452
476.000000, 82.963864
474.000000, 82.860945
472.000000, 82.954312
470.000000, 82.729920
468.000000, 82.914576
466.000000, 82.738929
464.000000, 82.604084
462.000000, 82.449949
460.000000, 82.498573
458.000000, 82.262994
456.000000, 82.356459
454.000000, 82.096479
452.000000, 82.269355
450.000000, 81.931408
448.000000, 81.641969
446.000000, 81.448063
444.000000, 81.996196
442.000000, 81.870196
440.000000, 81.533961
438.000000, 80.910065
436.000000, 81.163447
434.000000, 81.015580
432.000000, 80.737511
430.000000, 80.785053
428.000000, 80.730318
426.000000, 80.089984
424.000000, 80.350678
422.000000, 80.017323
420.000000, 79.687512
418.000000, 79.778435
416.000000, 79.169958
414.000000, 78.992964
412.000000, 78.310095
410.000000, 77.887376
408.000000, 76.993762
406.000000, 76.445720
404.000000, 75.769092
402.000000, 74.972776
400.000000, 73.842204
398.000000, 72.932989
396.000000, 72.165192
394.000000, 70.726620
392.000000, 70.092335
390.000000, 68.875782
388.000000, 67.647599
386.000000, 66.899456
384.000000, 66.036160
382.000000, 65.128837
380.000000, 63.365998
378.000000, 61.451860
376.000000, 60.202692
374.000000, 58.764760
372.000000, 56.824321
370.000000, 55.405444
368.000000, 54.524610
366.000000, 52.268602
364.000000, 49.699163
362.000000, 47.706305
360.000000, 45.767258
358.000000, 44.011188
356.000000, 41.968074
354.000000, 39.934974
352.000000, 37.943689
350.000000, 36.742698
348.000000, 34.057127
346.000000, 32.163364
344.000000, 29.994359
342.000000, 28.604500
340.000000, 27.252620
338.000000, 25.471155
336.000000, 23.757930
334.000000, 22.318085
332.000000, 20.757299
330.000000, 19.242224
328.000000, 18.313570
326.000000, 17.840404
324.000000, 17.093460
322.000000, 15.927606
320.000000, 17.522558
318.000000, 22.001692
316.000000, 21.657455
314.000000, 21.561865
312.000000, 21.140492
310.000000, 21.105471
308.000000, 20.890622
306.000000, 20.022827
304.000000, 20.180814
302.000000, 20.498188
300.000000, 20.444035
298.000000, 20.403787
296.000000, 20.754902
294.000000, 20.641795
292.000000, 20.719284
290.000000, 20.308108
288.000000, 20.123812
286.000000, 20.648337
284.000000, 21.102895
282.000000, 20.941094
280.000000, 20.823026
278.000000, 20.922628
276.000000, 21.159777
274.000000, 21.132567
272.000000, 20.972079
270.000000, 21.493170
268.000000, 21.619838
266.000000, 21.307554
264.000000, 21.563037
262.000000, 22.242233
260.000000, 22.048399
258.000000, 21.750322
256.000000, 21.765747
254.000000, 21.806526
252.000000, 21.839035
250.000000, 21.805096
